sku,category,family,sub_model_id,sub_model_name_th,sub_model_name_en,screen_size,chip,capacity,color_th,color_en,color_hex,price_thb,in_stock,dimensions_mm,weight_grams,display_specs,camera_specs,battery_specs,box_contents,local_image_nobg,image_url_highres,specs_url,buy_url
TH-IPADAIR11M2-STARLIGHT-1TB-6FAA,ipad,iPad Air (M2),ipad-air-11-m2,,iPad Air 11-inch (M2),"11""",,,สตาร์ไลท์,Starlight,#F0ECE1,43900,,247.6 x 178.5 x 6.1 มม.,462 กรัม (Wi-Fi) / 464 กรัม (Cellular),"จอภาพ Liquid Retina LED ขนาด 11 นิ้ว, ความละเอียด 2360 x 1640 พิกเซลที่ 264 ppi, แสดงผลแบบ True Tone, ขอบเขตสีกว้าง P3, ความสว่าง 500 นิต",กล้องหลังไวด์ 12MP (ƒ/1.8) + กล้องหน้าแนวนอน Ultra Wide 12MP รองรับ Center Stage,ท่องเว็บผ่าน Wi-Fi หรือดูวิดีโอนานสูงสุด 10 ชั่วโมง,"iPad Air 11 นิ้ว, สายชาร์จ USB-C (1 ม.), อะแดปเตอร์แปลงไฟ USB-C 20W",data/images_transparent/ipad/ipad-air/starlight.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-starlight-2024?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/ipad-air/specs/,https://www.apple.com/th/shop/buy-ipad/ipad-air
TH-IPADAIR13M2-SPACEGRAY-128GB-7011,ipad,iPad Air (M2),ipad-air-13-m2,,iPad Air 13-inch (M2),"13""",,,สเปซเกรย์,Space Gray,#68696E,29900,,280.6 x 214.9 x 6.1 มม.,617 กรัม (Wi-Fi) / 618 กรัม (Cellular),"จอภาพ Liquid Retina LED ขนาด 13 นิ้ว, ความละเอียด 2732 x 2048 พิกเซลที่ 264 ppi, ความสว่าง 600 นิต",กล้องหลังไวด์ 12MP + กล้องหน้าแนวนอน Ultra Wide 12MP,ท่องเว็บหรือดูวิดีโอนานสูงสุด 10 ชั่วโมง,"iPad Air 13 นิ้ว, สายชาร์จ USB-C (1 ม.), อะแดปเตอร์แปลงไฟ USB-C 20W",data/images_transparent/ipad/ipad-air/space-gray.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-space-gray-2024?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/ipad-air/specs/,https://www.apple.com/th/shop/buy-ipad/ipad-air
TH-IPADAIR13M2-SPACEGRAY-256GB-5384,ipad,iPad Air (M2),ipad-air-13-m2,,iPad Air 13-inch (M2),"13""",,,สเปซเกรย์,Space Gray,#68696E,33900,,280.6 x 214.9 x 6.1 มม.,617 กรัม (Wi-Fi) / 618 กรัม (Cellular),"จอภาพ Liquid Retina LED ขนาด 13 นิ้ว, ความละเอียด 2732 x 2048 พิกเซลที่ 264 ppi, ความสว่าง 600 นิต",กล้องหลังไวด์ 12MP + กล้องหน้าแนวนอน Ultra Wide 12MP,ท่องเว็บหรือดูวิดีโอนานสูงสุด 10 ชั่วโมง,"iPad Air 13 นิ้ว, สายชาร์จ USB-C (1 ม.), อะแดปเตอร์แปลงไฟ USB-C 20W",data/images_transparent/ipad/ipad-air/space-gray.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-space-gray-2024?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/ipad-air/specs/,https://www.apple.com/th/shop/buy-ipad/ipad-air
TH-IPADAIR13M2-SPACEGRAY-512GB-0D67,ipad,iPad Air (M2),ipad-air-13-m2,,iPad Air 13-inch (M2),"13""",,,สเปซเกรย์,Space Gray,#68696E,41900,,280.6 x 214.9 x 6.1 มม.,617 กรัม (Wi-Fi) / 618 กรัม (Cellular),"จอภาพ Liquid Retina LED ขนาด 13 นิ้ว, ความละเอียด 2732 x 2048 พิกเซลที่ 264 ppi, ความสว่าง 600 นิต",กล้องหลังไวด์ 12MP + กล้องหน้าแนวนอน Ultra Wide 12MP,ท่องเว็บหรือดูวิดีโอนานสูงสุด 10 ชั่วโมง,"iPad Air 13 นิ้ว, สายชาร์จ USB-C (1 ม.), อะแดปเตอร์แปลงไฟ USB-C 20W",data/images_transparent/ipad/ipad-air/space-gray.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-space-gray-2024?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/ipad-air/specs/,https://www.apple.com/th/shop/buy-ipad/ipad-air
TH-IPADAIR13M2-SPACEGRAY-1TB-3164,ipad,iPad Air (M2),ipad-air-13-m2,,iPad Air 13-inch (M2),"13""",,,สเปซเกรย์,Space Gray,#68696E,49900,,280.6 x 214.9 x 6.1 มม.,617 กรัม (Wi-Fi) / 618 กรัม (Cellular),"จอภาพ Liquid Retina LED ขนาด 13 นิ้ว, ความละเอียด 2732 x 2048 พิกเซลที่ 264 ppi, ความสว่าง 600 นิต",กล้องหลังไวด์ 12MP + กล้องหน้าแนวนอน Ultra Wide 12MP,ท่องเว็บหรือดูวิดีโอนานสูงสุด 10 ชั่วโมง,"iPad Air 13 นิ้ว, สายชาร์จ USB-C (1 ม.), อะแดปเตอร์แปลงไฟ USB-C 20W",data/images_transparent/ipad/ipad-air/space-gray.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-space-gray-2024?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/ipad-air/specs/,https://www.apple.com/th/shop/buy-ipad/ipad-air
TH-IPADAIR13M2-BLUE-128GB-A1FF,ipad,iPad Air (M2),ipad-air-13-m2,,iPad Air 13-inch (M2),"13""",,,ฟ้า,Blue,#3E536B,29900,,280.6 x 214.9 x 6.1 มม.,617 กรัม (Wi-Fi) / 618 กรัม (Cellular),"จอภาพ Liquid Retina LED ขนาด 13 นิ้ว, ความละเอียด 2732 x 2048 พิกเซลที่ 264 ppi, ความสว่าง 600 นิต",กล้องหลังไวด์ 12MP + กล้องหน้าแนวนอน Ultra Wide 12MP,ท่องเว็บหรือดูวิดีโอนานสูงสุด 10 ชั่วโมง,"iPad Air 13 นิ้ว, สายชาร์จ USB-C (1 ม.), อะแดปเตอร์แปลงไฟ USB-C 20W",data/images_transparent/ipad/ipad-air/blue.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-blue-2024?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/ipad-air/specs/,https://www.apple.com/th/shop/buy-ipad/ipad-air
TH-IPADAIR13M2-BLUE-256GB-5E0E,ipad,iPad Air (M2),ipad-air-13-m2,,iPad Air 13-inch (M2),"13""",,,ฟ้า,Blue,#3E536B,33900,,280.6 x 214.9 x 6.1 มม.,617 กรัม (Wi-Fi) / 618 กรัม (Cellular),"จอภาพ Liquid Retina LED ขนาด 13 นิ้ว, ความละเอียด 2732 x 2048 พิกเซลที่ 264 ppi, ความสว่าง 600 นิต",กล้องหลังไวด์ 12MP + กล้องหน้าแนวนอน Ultra Wide 12MP,ท่องเว็บหรือดูวิดีโอนานสูงสุด 10 ชั่วโมง,"iPad Air 13 นิ้ว, สายชาร์จ USB-C (1 ม.), อะแดปเตอร์แปลงไฟ USB-C 20W",data/images_transparent/ipad/ipad-air/blue.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-blue-2024?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/ipad-air/specs/,https://www.apple.com/th/shop/buy-ipad/ipad-air
TH-IPADAIR13M2-BLUE-512GB-AAD4,ipad,iPad Air (M2),ipad-air-13-m2,,iPad Air 13-inch (M2),"13""",,,ฟ้า,Blue,#3E536B,41900,,280.6 x 214.9 x 6.1 มม.,617 กรัม (Wi-Fi) / 618 กรัม (Cellular),"จอภาพ Liquid Retina LED ขนาด 13 นิ้ว, ความละเอียด 2732 x 2048 พิกเซลที่ 264 ppi, ความสว่าง 600 นิต",กล้องหลังไวด์ 12MP + กล้องหน้าแนวนอน Ultra Wide 12MP,ท่องเว็บหรือดูวิดีโอนานสูงสุด 10 ชั่วโมง,"iPad Air 13 นิ้ว, สายชาร์จ USB-C (1 ม.), อะแดปเตอร์แปลงไฟ USB-C 20W",data/images_transparent/ipad/ipad-air/blue.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-blue-2024?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/ipad-air/specs/,https://www.apple.com/th/shop/buy-ipad/ipad-air
TH-IPADAIR13M2-BLUE-1TB-6D7E,ipad,iPad Air (M2),ipad-air-13-m2,,iPad Air 13-inch (M2),"13""",,,ฟ้า,Blue,#3E536B,49900,,280.6 x 214.9 x 6.1 มม.,617 กรัม (Wi-Fi) / 618 กรัม (Cellular),"จอภาพ Liquid Retina LED ขนาด 13 นิ้ว, ความละเอียด 2732 x 2048 พิกเซลที่ 264 ppi, ความสว่าง 600 นิต",กล้องหลังไวด์ 12MP + กล้องหน้าแนวนอน Ultra Wide 12MP,ท่องเว็บหรือดูวิดีโอนานสูงสุด 10 ชั่วโมง,"iPad Air 13 นิ้ว, สายชาร์จ USB-C (1 ม.), อะแดปเตอร์แปลงไฟ USB-C 20W",data/images_transparent/ipad/ipad-air/blue.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-blue-2024?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/ipad-air/specs/,https://www.apple.com/th/shop/buy-ipad/ipad-air
TH-IPADAIR13M2-PURPLE-128GB-26B4,ipad,iPad Air (M2),ipad-air-13-m2,,iPad Air 13-inch (M2),"13""",,,ม่วง,Purple,#D1CDDA,29900,,280.6 x 214.9 x 6.1 มม.,617 กรัม (Wi-Fi) / 618 กรัม (Cellular),"จอภาพ Liquid Retina LED ขนาด 13 นิ้ว, ความละเอียด 2732 x 2048 พิกเซลที่ 264 ppi, ความสว่าง 600 นิต",กล้องหลังไวด์ 12MP + กล้องหน้าแนวนอน Ultra Wide 12MP,ท่องเว็บหรือดูวิดีโอนานสูงสุด 10 ชั่วโมง,"iPad Air 13 นิ้ว, สายชาร์จ USB-C (1 ม.), อะแดปเตอร์แปลงไฟ USB-C 20W",data/images_transparent/ipad/ipad-air/purple.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-purple-2024?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/ipad-air/specs/,https://www.apple.com/th/shop/buy-ipad/ipad-air
TH-IPADAIR13M2-PURPLE-256GB-1CCE,ipad,iPad Air (M2),ipad-air-13-m2,,iPad Air 13-inch (M2),"13""",,,ม่วง,Purple,#D1CDDA,33900,,280.6 x 214.9 x 6.1 มม.,617 กรัม (Wi-Fi) / 618 กรัม (Cellular),"จอภาพ Liquid Retina LED ขนาด 13 นิ้ว, ความละเอียด 2732 x 2048 พิกเซลที่ 264 ppi, ความสว่าง 600 นิต",กล้องหลังไวด์ 12MP + กล้องหน้าแนวนอน Ultra Wide 12MP,ท่องเว็บหรือดูวิดีโอนานสูงสุด 10 ชั่วโมง,"iPad Air 13 นิ้ว, สายชาร์จ USB-C (1 ม.), อะแดปเตอร์แปลงไฟ USB-C 20W",data/images_transparent/ipad/ipad-air/purple.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-purple-2024?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/ipad-air/specs/,https://www.apple.com/th/shop/buy-ipad/ipad-air
TH-IPADAIR13M2-PURPLE-512GB-9CEC,ipad,iPad Air (M2),ipad-air-13-m2,,iPad Air 13-inch (M2),"13""",,,ม่วง,Purple,#D1CDDA,41900,,280.6 x 214.9 x 6.1 มม.,617 กรัม (Wi-Fi) / 618 กรัม (Cellular),"จอภาพ Liquid Retina LED ขนาด 13 นิ้ว, ความละเอียด 2732 x 2048 พิกเซลที่ 264 ppi, ความสว่าง 600 นิต",กล้องหลังไวด์ 12MP + กล้องหน้าแนวนอน Ultra Wide 12MP,ท่องเว็บหรือดูวิดีโอนานสูงสุด 10 ชั่วโมง,"iPad Air 13 นิ้ว, สายชาร์จ USB-C (1 ม.), อะแดปเตอร์แปลงไฟ USB-C 20W",data/images_transparent/ipad/ipad-air/purple.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-purple-2024?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/ipad-air/specs/,https://www.apple.com/th/shop/buy-ipad/ipad-air
TH-IPADAIR13M2-PURPLE-1TB-2970,ipad,iPad Air (M2),ipad-air-13-m2,,iPad Air 13-inch (M2),"13""",,,ม่วง,Purple,#D1CDDA,49900,,280.6 x 214.9 x 6.1 มม.,617 กรัม (Wi-Fi) / 618 กรัม (Cellular),"จอภาพ Liquid Retina LED ขนาด 13 นิ้ว, ความละเอียด 2732 x 2048 พิกเซลที่ 264 ppi, ความสว่าง 600 นิต",กล้องหลังไวด์ 12MP + กล้องหน้าแนวนอน Ultra Wide 12MP,ท่องเว็บหรือดูวิดีโอนานสูงสุด 10 ชั่วโมง,"iPad Air 13 นิ้ว, สายชาร์จ USB-C (1 ม.), อะแดปเตอร์แปลงไฟ USB-C 20W",data/images_transparent/ipad/ipad-air/purple.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-purple-2024?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/ipad-air/specs/,https://www.apple.com/th/shop/buy-ipad/ipad-air
TH-IPADAIR13M2-STARLIGHT-128GB-1AA8,ipad,iPad Air (M2),ipad-air-13-m2,,iPad Air 13-inch (M2),"13""",,,สตาร์ไลท์,Starlight,#F0ECE1,29900,,280.6 x 214.9 x 6.1 มม.,617 กรัม (Wi-Fi) / 618 กรัม (Cellular),"จอภาพ Liquid Retina LED ขนาด 13 นิ้ว, ความละเอียด 2732 x 2048 พิกเซลที่ 264 ppi, ความสว่าง 600 นิต",กล้องหลังไวด์ 12MP + กล้องหน้าแนวนอน Ultra Wide 12MP,ท่องเว็บหรือดูวิดีโอนานสูงสุด 10 ชั่วโมง,"iPad Air 13 นิ้ว, สายชาร์จ USB-C (1 ม.), อะแดปเตอร์แปลงไฟ USB-C 20W",data/images_transparent/ipad/ipad-air/starlight.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-starlight-2024?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/ipad-air/specs/,https://www.apple.com/th/shop/buy-ipad/ipad-air
TH-IPADAIR13M2-STARLIGHT-256GB-ADEA,ipad,iPad Air (M2),ipad-air-13-m2,,iPad Air 13-inch (M2),"13""",,,สตาร์ไลท์,Starlight,#F0ECE1,33900,,280.6 x 214.9 x 6.1 มม.,617 กรัม (Wi-Fi) / 618 กรัม (Cellular),"จอภาพ Liquid Retina LED ขนาด 13 นิ้ว, ความละเอียด 2732 x 2048 พิกเซลที่ 264 ppi, ความสว่าง 600 นิต",กล้องหลังไวด์ 12MP + กล้องหน้าแนวนอน Ultra Wide 12MP,ท่องเว็บหรือดูวิดีโอนานสูงสุด 10 ชั่วโมง,"iPad Air 13 นิ้ว, สายชาร์จ USB-C (1 ม.), อะแดปเตอร์แปลงไฟ USB-C 20W",data/images_transparent/ipad/ipad-air/starlight.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-starlight-2024?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/ipad-air/specs/,https://www.apple.com/th/shop/buy-ipad/ipad-air
TH-IPADAIR13M2-STARLIGHT-512GB-145B,ipad,iPad Air (M2),ipad-air-13-m2,,iPad Air 13-inch (M2),"13""",,,สตาร์ไลท์,Starlight,#F0ECE1,41900,,280.6 x 214.9 x 6.1 มม.,617 กรัม (Wi-Fi) / 618 กรัม (Cellular),"จอภาพ Liquid Retina LED ขนาด 13 นิ้ว, ความละเอียด 2732 x 2048 พิกเซลที่ 264 ppi, ความสว่าง 600 นิต",กล้องหลังไวด์ 12MP + กล้องหน้าแนวนอน Ultra Wide 12MP,ท่องเว็บหรือดูวิดีโอนานสูงสุด 10 ชั่วโมง,"iPad Air 13 นิ้ว, สายชาร์จ USB-C (1 ม.), อะแดปเตอร์แปลงไฟ USB-C 20W",data/images_transparent/ipad/ipad-air/starlight.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-starlight-2024?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/ipad-air/specs/,https://www.apple.com/th/shop/buy-ipad/ipad-air
TH-IPADAIR13M2-STARLIGHT-1TB-EA5E,ipad,iPad Air (M2),ipad-air-13-m2,,iPad Air 13-inch (M2),"13""",,,สตาร์ไลท์,Starlight,#F0ECE1,49900,,280.6 x 214.9 x 6.1 มม.,617 กรัม (Wi-Fi) / 618 กรัม (Cellular),"จอภาพ Liquid Retina LED ขนาด 13 นิ้ว, ความละเอียด 2732 x 2048 พิกเซลที่ 264 ppi, ความสว่าง 600 นิต",กล้องหลังไวด์ 12MP + กล้องหน้าแนวนอน Ultra Wide 12MP,ท่องเว็บหรือดูวิดีโอนานสูงสุด 10 ชั่วโมง,"iPad Air 13 นิ้ว, สายชาร์จ USB-C (1 ม.), อะแดปเตอร์แปลงไฟ USB-C 20W",data/images_transparent/ipad/ipad-air/starlight.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-starlight-2024?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/ipad-air/specs/,https://www.apple.com/th/shop/buy-ipad/ipad-air
TH-IPAD10THGEN-SILVER-64GBWIFI-7B4D,ipad,iPad (รุ่นที่ 10),ipad-10th-gen,,iPad (10th Gen),"10.9""",,,เงิน,Silver,#E3E4E5,12900,,248.6 x 179.5 x 7.0 มม.,477 กรัม (Wi-Fi) / 481 กรัม (Cellular),"จอภาพ Liquid Retina ขนาด 10.9 นิ้ว, ความละเอียด 2360 x 1640 พิกเซลที่ 264 ppi, ความสว่าง 500 นิต, True Tone",กล้องไวด์ 12MP (ƒ/1.8) + กล้องหน้าแนวนอน Ultra Wide 12MP พร้อม Center Stage,ดูวิดีโอนานสูงสุด 10 ชั่วโมง,"iPad (รุ่นที่ 10), สายชาร์จ USB-C (1 ม.), อะแดปเตอร์แปลงไฟ USB-C 20W",data/images_transparent/ipad/ipad-10th-gen/silver.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-10th-gen-finish-select-202212-silver?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/ipad-10.9/specs/,https://www.apple.com/th/shop/buy-ipad/ipad
TH-IPAD10THGEN-SILVER-256GBWIF-94B4,ipad,iPad (รุ่นที่ 10),ipad-10th-gen,,iPad (10th Gen),"10.9""",,,เงิน,Silver,#E3E4E5,17900,,248.6 x 179.5 x 7.0 มม.,477 กรัม (Wi-Fi) / 481 กรัม (Cellular),"จอภาพ Liquid Retina ขนาด 10.9 นิ้ว, ความละเอียด 2360 x 1640 พิกเซลที่ 264 ppi, ความสว่าง 500 นิต, True Tone",กล้องไวด์ 12MP (ƒ/1.8) + กล้องหน้าแนวนอน Ultra Wide 12MP พร้อม Center Stage,ดูวิดีโอนานสูงสุด 10 ชั่วโมง,"iPad (รุ่นที่ 10), สายชาร์จ USB-C (1 ม.), อะแดปเตอร์แปลงไฟ USB-C 20W",data/images_transparent/ipad/ipad-10th-gen/silver.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-10th-gen-finish-select-202212-silver?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/ipad-10.9/specs/,https://www.apple.com/th/shop/buy-ipad/ipad
TH-IPAD10THGEN-SILVER-64GBCELL-82D0,ipad,iPad (รุ่นที่ 10),ipad-10th-gen,,iPad (10th Gen),"10.9""",,,เงิน,Silver,#E3E4E5,18900,,248.6 x 179.5 x 7.0 มม.,477 กรัม (Wi-Fi) / 481 กรัม (Cellular),"จอภาพ Liquid Retina ขนาด 10.9 นิ้ว, ความละเอียด 2360 x 1640 พิกเซลที่ 264 ppi, ความสว่าง 500 นิต, True Tone",กล้องไวด์ 12MP (ƒ/1.8) + กล้องหน้าแนวนอน Ultra Wide 12MP พร้อม Center Stage,ดูวิดีโอนานสูงสุด 10 ชั่วโมง,"iPad (รุ่นที่ 10), สายชาร์จ USB-C (1 ม.), อะแดปเตอร์แปลงไฟ USB-C 20W",data/images_transparent/ipad/ipad-10th-gen/silver.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-10th-gen-finish-select-202212-silver?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/ipad-10.9/specs/,https://www.apple.com/th/shop/buy-ipad/ipad
TH-IPAD10THGEN-SILVER-256GBCEL-D8E7,ipad,iPad (รุ่นที่ 10),ipad-10th-gen,,iPad (10th Gen),"10.9""",,,เงิน,Silver,#E3E4E5,23900,,248.6 x 179.5 x 7.0 มม.,477 กรัม (Wi-Fi) / 481 กรัม (Cellular),"จอภาพ Liquid Retina ขนาด 10.9 นิ้ว, ความละเอียด 2360 x 1640 พิกเซลที่ 264 ppi, ความสว่าง 500 นิต, True Tone",กล้องไวด์ 12MP (ƒ/1.8) + กล้องหน้าแนวนอน Ultra Wide 12MP พร้อม Center Stage,ดูวิดีโอนานสูงสุด 10 ชั่วโมง,"iPad (รุ่นที่ 10), สายชาร์จ USB-C (1 ม.), อะแดปเตอร์แปลงไฟ USB-C 20W",data/images_transparent/ipad/ipad-10th-gen/silver.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-10th-gen-finish-select-202212-silver?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/ipad-10.9/specs/,https://www.apple.com/th/shop/buy-ipad/ipad
TH-IPAD10THGEN-BLUE-64GBWIFI-57F4,ipad,iPad (รุ่นที่ 10),ipad-10th-gen,,iPad (10th Gen),"10.9""",,,ฟ้า,Blue,#3E536B,12900,,248.6 x 179.5 x 7.0 มม.,477 กรัม (Wi-Fi) / 481 กรัม (Cellular),"จอภาพ Liquid Retina ขนาด 10.9 นิ้ว, ความละเอียด 2360 x 1640 พิกเซลที่ 264 ppi, ความสว่าง 500 นิต, True Tone",กล้องไวด์ 12MP (ƒ/1.8) + กล้องหน้าแนวนอน Ultra Wide 12MP พร้อม Center Stage,ดูวิดีโอนานสูงสุด 10 ชั่วโมง,"iPad (รุ่นที่ 10), สายชาร์จ USB-C (1 ม.), อะแดปเตอร์แปลงไฟ USB-C 20W",data/images_transparent/ipad/ipad-10th-gen/blue.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-10th-gen-finish-select-202212-blue?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/ipad-10.9/specs/,https://www.apple.com/th/shop/buy-ipad/ipad
TH-IPAD10THGEN-BLUE-256GBWIF-AE62,ipad,iPad (รุ่นที่ 10),ipad-10th-gen,,iPad (10th Gen),"10.9""",,,ฟ้า,Blue,#3E536B,17900,,248.6 x 179.5 x 7.0 มม.,477 กรัม (Wi-Fi) / 481 กรัม (Cellular),"จอภาพ Liquid Retina ขนาด 10.9 นิ้ว, ความละเอียด 2360 x 1640 พิกเซลที่ 264 ppi, ความสว่าง 500 นิต, True Tone",กล้องไวด์ 12MP (ƒ/1.8) + กล้องหน้าแนวนอน Ultra Wide 12MP พร้อม Center Stage,ดูวิดีโอนานสูงสุด 10 ชั่วโมง,"iPad (รุ่นที่ 10), สายชาร์จ USB-C (1 ม.), อะแดปเตอร์แปลงไฟ USB-C 20W",data/images_transparent/ipad/ipad-10th-gen/blue.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-10th-gen-finish-select-202212-blue?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/ipad-10.9/specs/,https://www.apple.com/th/shop/buy-ipad/ipad
TH-IPAD10THGEN-BLUE-64GBCELL-5EB2,ipad,iPad (รุ่นที่ 10),ipad-10th-gen,,iPad (10th Gen),"10.9""",,,ฟ้า,Blue,#3E536B,18900,,248.6 x 179.5 x 7.0 มม.,477 กรัม (Wi-Fi) / 481 กรัม (Cellular),"จอภาพ Liquid Retina ขนาด 10.9 นิ้ว, ความละเอียด 2360 x 1640 พิกเซลที่ 264 ppi, ความสว่าง 500 นิต, True Tone",กล้องไวด์ 12MP (ƒ/1.8) + กล้องหน้าแนวนอน Ultra Wide 12MP พร้อม Center Stage,ดูวิดีโอนานสูงสุด 10 ชั่วโมง,"iPad (รุ่นที่ 10), สายชาร์จ USB-C (1 ม.), อะแดปเตอร์แปลงไฟ USB-C 20W",data/images_transparent/ipad/ipad-10th-gen/blue.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-10th-gen-finish-select-202212-blue?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/ipad-10.9/specs/,https://www.apple.com/th/shop/buy-ipad/ipad
TH-IPAD10THGEN-BLUE-256GBCEL-A13B,ipad,iPad (รุ่นที่ 10),ipad-10th-gen,,iPad (10th Gen),"10.9""",,,ฟ้า,Blue,#3E536B,23900,,248.6 x 179.5 x 7.0 มม.,477 กรัม (Wi-Fi) / 481 กรัม (Cellular),"จอภาพ Liquid Retina ขนาด 10.9 นิ้ว, ความละเอียด 2360 x 1640 พิกเซลที่ 264 ppi, ความสว่าง 500 นิต, True Tone",กล้องไวด์ 12MP (ƒ/1.8) + กล้องหน้าแนวนอน Ultra Wide 12MP พร้อม Center Stage,ดูวิดีโอนานสูงสุด 10 ชั่วโมง,"iPad (รุ่นที่ 10), สายชาร์จ USB-C (1 ม.), อะแดปเตอร์แปลงไฟ USB-C 20W",data/images_transparent/ipad/ipad-10th-gen/blue.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-10th-gen-finish-select-202212-blue?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/ipad-10.9/specs/,https://www.apple.com/th/shop/buy-ipad/ipad
TH-IPAD10THGEN-PINK-64GBWIFI-F817,ipad,iPad (รุ่นที่ 10),ipad-10th-gen,,iPad (10th Gen),"10.9""",,,ชมพู,Pink,#E3A3B1,12900,,248.6 x 179.5 x 7.0 มม.,477 กรัม (Wi-Fi) / 481 กรัม (Cellular),"จอภาพ Liquid Retina ขนาด 10.9 นิ้ว, ความละเอียด 2360 x 1640 พิกเซลที่ 264 ppi, ความสว่าง 500 นิต, True Tone",กล้องไวด์ 12MP (ƒ/1.8) + กล้องหน้าแนวนอน Ultra Wide 12MP พร้อม Center Stage,ดูวิดีโอนานสูงสุด 10 ชั่วโมง,"iPad (รุ่นที่ 10), สายชาร์จ USB-C (1 ม.), อะแดปเตอร์แปลงไฟ USB-C 20W",data/images_transparent/ipad/ipad-10th-gen/pink.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-10th-gen-finish-select-202212-pink?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/ipad-10.9/specs/,https://www.apple.com/th/shop/buy-ipad/ipad
